Date,Close
3/14/16,573.37
3/15/16,577.02
3/16/16,574.27
3/17/16,559.44
3/18/16,552.08
3/21/16,553.98
3/22/16,560.48
3/23/16,569.63
3/24/16,582.95
3/28/16,579.87
3/29/16,593.86
3/30/16,598.69
3/31/16,593.64
4/1/16,598.5
4/4/16,593.19
4/5/16,586.14
4/6/16,602.08
4/7/16,591.43
4/8/16,594.6
4/11/16,595.93
4/12/16,603.17
4/13/16,614.82
4/14/16,620.75
4/15/16,625.89
4/18/16,635.35
4/19/16,627.9
4/20/16,632.99
4/21/16,631
4/22/16,620.5
4/25/16,626.2
4/26/16,616.88
4/27/16,606.57
4/28/16,602
4/29/16,659.59
5/2/16,683.85
5/3/16,671.32
5/4/16,670.9
5/5/16,659.09
5/6/16,673.95
5/9/16,679.75
5/10/16,703.07
5/11/16,713.23
5/12/16,717.93
5/13/16,709.92
5/16/16,710.66
5/17/16,695.27
5/18/16,697.45
5/19/16,698.52
5/20/16,702.8
5/23/16,696.75
5/24/16,704.2
5/25/16,708.35
5/26/16,714.91
5/27/16,712.24
5/31/16,722.79
6/1/16,719.44
6/2/16,728.24
6/3/16,725.54
6/6/16,726.73
6/7/16,723.74
6/8/16,726.64
6/9/16,727.65
6/10/16,717.91
6/13/16,715.24
6/14/16,719.3
6/15/16,714.26
6/16/16,717.51
6/17/16,706.39
6/20/16,714.01
6/21/16,715.82
6/22/16,710.6
6/23/16,722.08
6/24/16,698.96
6/27/16,691.36
6/28/16,707.95
6/29/16,715.6
6/30/16,715.62
7/1/16,725.68
7/5/16,728.1
7/6/16,737.61
7/7/16,736.57
7/8/16,745.81
7/11/16,753.78
7/12/16,748.21
7/13/16,742.63
7/14/16,741.2
7/15/16,735.44
7/18/16,736.07
7/19/16,739.95
7/20/16,745.72
7/21/16,744.43
7/22/16,744.86
7/25/16,739.61
7/26/16,735.59
7/27/16,736.67
7/28/16,752.61
7/29/16,758.81
8/1/16,767.74
8/2/16,760.58
8/3/16,754.64
8/4/16,760.77
8/5/16,765.98
8/8/16,766.56
8/9/16,768.31
8/10/16,768.56
8/11/16,771.24
8/12/16,772.56
8/15/16,768.49
8/16/16,764.04
8/17/16,764.63
8/18/16,764.46
8/19/16,757.31
8/22/16,759.48
8/23/16,762.45
8/24/16,757.25
8/25/16,759.22
8/26/16,769
8/29/16,771.29
8/30/16,767.58
8/31/16,769.16
9/1/16,770.62
9/2/16,772.44
9/6/16,788.87
9/7/16,784.48
9/8/16,784.06
9/9/16,760.14
9/12/16,771.49
9/13/16,761.01
9/14/16,761.09
9/15/16,769.69
9/16/16,778.52
9/19/16,775.1
9/20/16,780.22
9/21/16,789.74
9/22/16,804.7
9/23/16,805.75
9/26/16,799.16
9/27/16,816.11
9/28/16,828.72
9/29/16,829.05
9/30/16,837.31
10/3/16,836.74
10/4/16,834.03
10/5/16,844.36
10/6/16,841.66
10/7/16,839.43
10/10/16,841.71
10/11/16,831
10/12/16,834.09
10/13/16,829.28
10/14/16,822.96
10/17/16,812.95
10/18/16,817.65
10/19/16,817.69
10/20/16,810.32
10/21/16,818.99
10/24/16,838.09
10/25/16,835.18
10/26/16,822.59
10/27/16,818.36
10/28/16,776.32
10/31/16,789.82
11/1/16,785.41
11/2/16,765.56
11/3/16,767.03
11/4/16,755.05
11/7/16,784.93
11/8/16,787.75
11/9/16,771.88
11/10/16,742.38
11/11/16,739.01
11/14/16,719.07
11/15/16,743.24
11/16/16,746.49
11/17/16,756.4
11/18/16,760.16
11/21/16,780
11/22/16,785.33
11/23/16,780.12
11/25/16,780.37
11/28/16,766.77
11/29/16,762.52
11/30/16,750.57
12/1/16,743.65
12/2/16,740.34
12/5/16,759.36
12/6/16,764.72
12/7/16,770.42
12/8/16,767.33
12/9/16,768.66
12/12/16,760.12
12/13/16,774.34
12/14/16,768.82
12/15/16,761
12/16/16,757.77
12/19/16,766
12/20/16,771.22
12/21/16,770.6
12/22/16,766.34
12/23/16,760.59
12/27/16,771.4
12/28/16,772.13
12/29/16,765.15
12/30/16,749.87
1/3/17,753.67
1/4/17,757.18
1/5/17,780.45
1/6/17,795.99
1/9/17,796.92
1/10/17,795.9
1/11/17,799.02
1/12/17,813.64
1/13/17,817.14
1/17/17,809.72
1/18/17,807.48
1/19/17,809.04
1/20/17,808.33
1/23/17,817.88
1/24/17,822.44
1/25/17,836.52
1/26/17,839.15
1/27/17,835.77
1/30/17,830.38
1/31/17,823.48
2/1/17,832.35
2/2/17,839.95
2/3/17,810.2
2/6/17,807.64
2/7/17,812.5
2/8/17,819.71
2/9/17,821.36
2/10/17,827.46
2/13/17,836.53
2/14/17,836.39
2/15/17,842.7
2/16/17,844.14
2/17/17,845.07
2/21/17,856.44
2/22/17,855.61
2/23/17,852.19
2/24/17,845.24
2/27/17,848.64
2/28/17,845.04
3/1/17,853.08
3/2/17,848.91
3/3/17,849.88
3/6/17,846.61
3/7/17,846.02
3/8/17,850.5
3/9/17,853
3/10/17,852.46
3/13/17,854.59
3/14/17,852.53
3/15/17,852.97
3/16/17,853.42
3/17/17,852.31
3/20/17,856.97
3/21/17,843.2
3/22/17,848.06
3/23/17,847.38
3/24/17,845.61
3/27/17,846.82
3/28/17,856
3/29/17,874.32
3/30/17,876.34
3/31/17,886.54
4/3/17,891.51
4/4/17,906.83
4/5/17,909.28
4/6/17,898.28
4/7/17,894.88
4/10/17,907.04
4/11/17,902.36
4/12/17,896.23
4/13/17,884.67
4/17/17,901.99
4/18/17,903.78
4/19/17,899.2
4/20/17,902.06
4/21/17,898.53
4/24/17,907.41
4/25/17,907.62
4/26/17,909.29
4/27/17,918.38
4/28/17,924.99
5/1/17,948.23
5/2/17,946.94
5/3/17,941.03
5/4/17,937.53
5/5/17,934.15
5/8/17,949.04
5/9/17,952.82
5/10/17,948.95
5/11/17,947.62
5/12/17,961.35
5/15/17,957.97
5/16/17,966.07
5/17/17,944.76
5/18/17,958.49
5/19/17,959.84
5/22/17,970.67
5/23/17,971.54
5/24/17,980.35
5/25/17,993.38
5/26/17,995.78
5/30/17,996.7
5/31/17,994.62
6/1/17,995.95
6/2/17,1006.73
6/5/17,1011.34
6/6/17,1003
6/7/17,1010.07
6/8/17,1010.27
6/9/17,978.31
6/12/17,964.91
6/13/17,980.79
6/14/17,976.47
6/15/17,964.17
6/16/17,987.71
6/19/17,995.17
6/20/17,992.59
6/21/17,1002.23
6/22/17,1001.3
6/23/17,1003.74
6/26/17,993.98
6/27/17,976.78
6/28/17,990.33
6/29/17,975.93
6/30/17,968
7/3/17,953.66
7/5/17,971.4
7/6/17,965.14
7/7/17,978.76
7/10/17,996.47
7/11/17,994.13
7/12/17,1006.51
7/13/17,1000.63
7/14/17,1001.81
7/17/17,1010.04
7/18/17,1024.45
7/19/17,1026.87
7/20/17,1028.7
7/21/17,1025.67
7/24/17,1038.95
7/25/17,1039.87
7/26/17,1052.8
7/27/17,1046
7/28/17,1020.04
7/31/17,987.78
8/1/17,996.19
8/2/17,995.89
8/3/17,986.92
8/4/17,987.58
8/7/17,992.27
8/8/17,989.84
8/9/17,982.01
8/10/17,956.92
8/11/17,967.99
8/14/17,983.3
8/15/17,982.74
8/16/17,978.18
8/17/17,960.57
8/18/17,958.47
8/21/17,953.29
8/22/17,966.9
8/23/17,958
8/24/17,952.45
8/25/17,945.26
8/28/17,946.02
8/29/17,954.06
8/30/17,967.59
8/31/17,980.6
9/1/17,978.25
9/5/17,965.27
9/6/17,967.8
9/7/17,979.47
9/8/17,965.9
9/11/17,977.96
9/12/17,982.58
9/13/17,999.6
9/14/17,992.21
9/15/17,986.79
9/18/17,974.19
9/19/17,969.86
9/20/17,973.21
9/21/17,964.65
9/22/17,955.1
9/25/17,939.79
9/26/17,938.6
9/27/17,950.87
9/28/17,956.4
9/29/17,961.35
10/2/17,959.19
10/3/17,957.1
10/4/17,965.45
10/5/17,980.85
10/6/17,989.58
10/9/17,990.99
10/10/17,987.2
10/11/17,995
10/12/17,1000.93
10/13/17,1002.94
10/16/17,1006.34
10/17/17,1009.13
10/18/17,997
10/19/17,986.61
10/20/17,982.91
10/23/17,966.3
10/24/17,975.9
10/25/17,972.91
10/26/17,972.43
10/27/17,1100.95
10/30/17,1110.85
10/31/17,1105.28
11/1/17,1103.68
11/2/17,1094.22
11/3/17,1111.6
11/6/17,1120.66
11/7/17,1123.17
11/8/17,1132.88
11/9/17,1129.13
11/10/17,1125.35
11/13/17,1129.17
11/14/17,1136.84
11/15/17,1126.69
11/16/17,1137.29
11/17/17,1129.88
11/20/17,1126.31
11/21/17,1139.49
11/22/17,1156.16
11/24/17,1186
11/27/17,1195.83
11/28/17,1193.6
11/29/17,1161.27
11/30/17,1176.75
12/1/17,1162.35
12/4/17,1133.95
12/5/17,1141.57
12/6/17,1152.35
12/7/17,1159.79
12/8/17,1162
12/11/17,1168.92
12/12/17,1165.08
12/13/17,1164.13
12/14/17,1174.26
12/15/17,1179.14
12/18/17,1190.58
12/19/17,1187.38
12/20/17,1177.62
12/21/17,1174.76
12/22/17,1168.36
12/26/17,1176.76
12/27/17,1182.26
12/28/17,1186.1
12/29/17,1169.47
1/2/18,1189.01
1/3/18,1204.2
1/4/18,1209.59
1/5/18,1229.14
1/8/18,1246.87
1/9/18,1252.7
1/10/18,1254.33
1/11/18,1276.68
1/12/18,1305.2
1/16/18,1304.86
1/17/18,1295
1/18/18,1293.32
1/19/18,1294.58
1/22/18,1327.31
1/23/18,1362.54
1/24/18,1357.51
1/25/18,1377.95
1/26/18,1402.05
1/29/18,1417.68
1/30/18,1437.82
1/31/18,1450.89
2/1/18,1390
2/2/18,1429.95
2/5/18,1390
2/6/18,1442.84
2/7/18,1416.78
2/8/18,1350.5
2/9/18,1339.6
2/12/18,1386.23
2/13/18,1414.51
2/14/18,1451.05
2/15/18,1461.76
2/16/18,1448.69
2/20/18,1468.35
2/21/18,1482.92
2/22/18,1485.34
2/23/18,1500
2/26/18,1521.95
2/27/18,1511.98
2/28/18,1512.45
3/1/18,1493.45
3/2/18,1500.25
3/5/18,1523.61
3/6/18,1537.64
3/7/18,1545
3/8/18,1551.86
3/9/18,1578.89
3/12/18,1598.39
3/13/18,1588.18
3/14/18,1591
3/15/18,1582.32
3/16/18,1571.68
3/19/18,1544.93
3/20/18,1586.51
3/21/18,1581.86
3/22/18,1544.92
3/23/18,1495.56
3/26/18,1555.86
3/27/18,1497.05
3/28/18,1431.42
3/29/18,1447.34
4/2/18,1371.99
4/3/18,1392.05
4/4/18,1410.57
4/5/18,1451.75
4/6/18,1405.23
4/9/18,1406.08
4/10/18,1436.22
4/11/18,1427.05
4/12/18,1448.5
4/13/18,1430.79
4/16/18,1441.5
4/17/18,1503.83
4/18/18,1527.84
4/19/18,1556.91
4/20/18,1527.49
4/23/18,1517.86
4/24/18,1460.09
4/25/18,1460.17
4/26/18,1517.96
4/27/18,1572.62
4/30/18,1566.13
5/1/18,1582.26
5/2/18,1569.68
5/3/18,1572.08
5/4/18,1580.95
5/7/18,1600.14
5/8/18,1592.39
5/9/18,1608
5/10/18,1609.08
5/11/18,1602.91
5/14/18,1601.54
5/15/18,1576.12
5/16/18,1587.28
5/17/18,1581.76
5/18/18,1574.37
5/21/18,1585.46
5/22/18,1581.4
5/23/18,1601.86
5/24/18,1603.07
5/25/18,1610.15
5/29/18,1612.87
5/30/18,1624.89
5/31/18,1629.62
6/1/18,1641.54
6/4/18,1665.27
6/5/18,1696.35
6/6/18,1695.75
6/7/18,1689.3
6/8/18,1683.99
6/11/18,1689.12
6/12/18,1698.75
6/13/18,1704.86
6/14/18,1723.86
6/15/18,1715.97
6/18/18,1723.79
6/19/18,1734.78
6/20/18,1750.08
6/21/18,1730.22
6/22/18,1715.67
6/25/18,1663.15
6/26/18,1691.09
6/27/18,1660.51
6/28/18,1701.45
6/29/18,1699.8
7/2/18,1713.78
7/3/18,1693.96
7/5/18,1699.73
7/6/18,1710.63
7/9/18,1739.02
7/10/18,1743.07
7/11/18,1755
7/12/18,1796.62
7/13/18,1813.03
7/16/18,1822.49
7/17/18,1843.93
7/18/18,1842.92
7/19/18,1812.97
7/20/18,1813.7
7/23/18,1802
7/24/18,1829.24
7/25/18,1863.61
7/26/18,1808
7/27/18,1817.27
7/30/18,1779.22
7/31/18,1777.44
8/1/18,1797.17
8/2/18,1834.33
8/3/18,1823.29
8/6/18,1847.75
8/7/18,1862.48
8/8/18,1886.52
8/9/18,1898.52
8/10/18,1886.3
8/13/18,1896.2
8/14/18,1919.65
8/15/18,1882.62
8/16/18,1886.52
8/17/18,1882.22
8/20/18,1876.71
8/21/18,1883.42
8/22/18,1904.9
8/23/18,1902.9
8/24/18,1905.39
8/27/18,1927.68
8/28/18,1932.82
8/29/18,1998.1
8/30/18,2002.38
8/31/18,2012.71
9/4/18,2039.51
9/5/18,1994.82
9/6/18,1958.31
9/7/18,1952.07
9/10/18,1939.01
9/11/18,1987.15
9/12/18,1990
9/13/18,1989.87
9/14/18,1970.19
9/17/18,1908.03
9/18/18,1941.05
9/19/18,1926.42
9/20/18,1944.3
9/21/18,1915.01
9/24/18,1934.36
9/25/18,1974.55
9/26/18,1974.85
9/27/18,2012.98
9/28/18,2003
10/1/18,2004.36
10/2/18,1971.31
10/3/18,1952.76
10/4/18,1909.42
10/5/18,1889.65
10/8/18,1864.42
10/9/18,1870.32
10/10/18,1755.25
10/11/18,1719.36
10/12/18,1788.61
10/15/18,1760.95
10/16/18,1819.96
10/17/18,1831.73
10/18/18,1770.72
10/19/18,1764.03
10/22/18,1789.3
10/23/18,1768.7
10/24/18,1664.2
10/25/18,1782.17
10/26/18,1642.81
10/29/18,1538.88
10/30/18,1530.42
10/31/18,1598.01
11/1/18,1665.53
11/2/18,1665.53
11/5/18,1627.8
11/6/18,1642.81
11/7/18,1755.49
11/8/18,1754.91
11/9/18,1712.43
11/12/18,1636.85
11/13/18,1631.17
11/14/18,1599.01
11/15/18,1619.44
11/16/18,1593.41
11/19/18,1512.29
11/20/18,1495.46
11/21/18,1516.73
11/23/18,1502.06
11/26/18,1581.33
11/27/18,1581.42
11/28/18,1677.75
11/29/18,1673.57
11/30/18,1690.17
12/3/18,1772.36
12/4/18,1668.4
12/6/18,1699.19
12/7/18,1629.13
12/10/18,1641.03
12/11/18,1643.24
12/12/18,1663.54
12/13/18,1658.38
12/14/18,1591.91
12/17/18,1520.91
12/18/18,1551.48
12/19/18,1495.08
12/20/18,1460.83
12/21/18,1377.45
12/24/18,1343.96
12/26/18,1470.9
12/27/18,1461.64
12/28/18,1478.02
12/31/18,1501.97
1/2/19,1539.13
1/3/19,1500.28
1/4/19,1575.39
1/7/19,1629.51
1/8/19,1656.58
1/9/19,1659.42
1/10/19,1656.22
1/11/19,1640.56
1/14/19,1617.21
1/15/19,1674.56
1/16/19,1683.78
1/17/19,1693.22
1/18/19,1696.2
1/22/19,1632.17
1/23/19,1640.02
1/24/19,1654.93
1/25/19,1670.57
1/28/19,1637.89
1/29/19,1593.88
1/30/19,1670.43
1/31/19,1718.73
2/1/19,1626.23
2/4/19,1633.31
2/5/19,1658.81
2/6/19,1640.26
2/7/19,1614.37
2/8/19,1588.22
2/11/19,1591
2/12/19,1638.01
2/13/19,1640
2/14/19,1622.65
2/15/19,1607.95
2/19/19,1627.58
2/20/19,1622.1
2/21/19,1619.44
2/22/19,1631.56
2/25/19,1633
2/26/19,1636.4
2/27/19,1641.09
2/28/19,1639.83
3/1/19,1671.73
3/4/19,1696.17
3/5/19,1692.43
3/6/19,1668.95
3/7/19,1625.95
3/8/19,1620.8
3/11/19,1670.62
3/12/19,1673.1
3/13/19,1690.81
3/14/19,1686.22
3/15/19,1712.36
3/18/19,1742.15
3/19/19,1761.85
3/20/19,1797.27
3/21/19,1819.26
3/22/19,1764.77
3/25/19,1774.26
3/26/19,1783.76
3/27/19,1765.7
3/28/19,1773.42
3/29/19,1780.75
4/1/19,1814.19
4/2/19,1813.98
4/3/19,1820.7
4/4/19,1818.86
4/5/19,1837.28
4/8/19,1849.86
4/9/19,1835.84
4/10/19,1847.33
4/11/19,1844.07
4/12/19,1843.06
4/15/19,1844.87
4/16/19,1863.04
4/17/19,1864.82
4/18/19,1861.69
4/22/19,1887.31
